Date,Confirmed,Recovered,Deaths,Increase rate
1/5/2022,297908905,0,5467627,0.865832632
1/6/2022,300529608,0,5474921,0.87969945
1/7/2022,303463672,0,5482016,0.976297816
1/8/2022,305584261,0,5487214,0.698795011
1/9/2022,307591154,0,5490981,0.656739648
1/10/2022,310776659,0,5497269,1.035629588
1/11/2022,313651472,0,5505759,0.925041478
1/12/2022,317362977,0,5515336,1.183321403
1/13/2022,320246300,0,5522850,0.908525319
1/14/2022,323824764,0,5531244,1.117409944
1/15/2022,326234909,0,5537241,0.744274456
1/16/2022,328345353,0,5541374,0.64690931
1/17/2022,331071195,0,5547471,0.830175294
1/18/2022,334769899,0,5556479,1.117192935
1/19/2022,339002398,0,5566894,1.264300946
1/20/2022,342581803,0,5576126,1.055864213
1/21/2022,346464304,0,5585823,1.133306254
1/22/2022,349134552,0,5591704,0.770713741
1/23/2022,351069733,0,5595986,0.554279429
